id,method,path,module,summary,status_code,p50_ms,p95_ms,max_ms,status,notes
173,GET,/api/v1/finance/recurring,finance,List Recurring,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
174,DELETE,/api/v1/finance/recurring/{rtx_id},finance,Delete Recurring,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
175,GET,/api/v1/finance/summary,finance,Get Finance Summary,200,185.0,390.0,520.0,PASS,Optimized (Shared Auth Cache / Composite Indexes)
176,POST,/api/v1/finance/transactions,finance,Create Transaction,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
177,GET,/api/v1/finance/transactions,finance,List Transactions,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
178,POST,/api/v1/finance/transactions/bulk/delete,finance,Bulk Delete Transactions,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
179,GET,/api/v1/finance/transactions/{tx_id},finance,Get Transaction,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
180,DELETE,/api/v1/finance/transactions/{tx_id},finance,Delete Transaction,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
181,PATCH,/api/v1/finance/transactions/{tx_id}/status,finance,Update Transaction Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
182,POST,/api/v1/fleet/bulk/delete,fleet,Bulk Delete Vehicles,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
183,POST,/api/v1/fleet/bulk/status-update,fleet,Bulk Update Vehicle Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
184,POST,/api/v1/fleet/equipment,fleet,Checkout Equipment,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
185,GET,/api/v1/fleet/equipment,fleet,List Equipment Checkouts,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
186,GET,/api/v1/fleet/equipment/{checkout_id},fleet,Get Equipment Checkout,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
187,POST,/api/v1/fleet/equipment/{checkout_id}/return,fleet,Return Equipment,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
188,GET,/api/v1/fleet/fuel/{log_id},fleet,Get Fuel Log,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
189,POST,/api/v1/fleet/maintenance,fleet,Log Maintenance,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
190,POST,/api/v1/fleet/vehicles,fleet,Create Vehicle,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
191,GET,/api/v1/fleet/vehicles,fleet,List Vehicles,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
192,GET,/api/v1/fleet/vehicles/{vehicle_id},fleet,Get Vehicle,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
193,PUT,/api/v1/fleet/vehicles/{vehicle_id},fleet,Update Vehicle,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
194,DELETE,/api/v1/fleet/vehicles/{vehicle_id},fleet,Soft Delete Vehicle,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
195,POST,/api/v1/fleet/vehicles/{vehicle_id}/fuel,fleet,Log Fuel,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
196,GET,/api/v1/fleet/vehicles/{vehicle_id}/fuel,fleet,List Fuel Logs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
197,GET,/api/v1/fleet/vehicles/{vehicle_id}/maintenance,fleet,List Maintenance,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
198,PATCH,/api/v1/fleet/vehicles/{vehicle_id}/status,fleet,Update Vehicle Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
199,GET,/api/v1/fosters,fosters,List Profiles,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
200,DELETE,/api/v1/fosters/admin/fosters/{profile_id},fosters,Soft Delete Profile,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
201,POST,/api/v1/fosters/apply,fosters,Apply To Foster,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
202,POST,/api/v1/fosters/bulk/delete,fosters,Bulk Delete Profiles,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
203,POST,/api/v1/fosters/placements/{placement_id}/convert-to-adopt,fosters,Convert To Adopt,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
204,POST,/api/v1/fosters/placements/{placement_id}/progress,fosters,Log Progress,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
205,GET,/api/v1/fosters/placements/{placement_id}/progress,fosters,Get Progress Logs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
206,POST,/api/v1/fosters/placements/{placement_id}/return,fosters,Return Dog,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
207,POST,/api/v1/fosters/placements/{placement_id}/supplies,fosters,Log Supply Dispatch,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
208,GET,/api/v1/fosters/placements/{placement_id}/supplies,fosters,List Supply Dispatches,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
209,PUT,/api/v1/fosters/{profile_id},fosters,Update Profile,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
210,DELETE,/api/v1/fosters/{profile_id},fosters,Soft Delete Profile,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
211,POST,/api/v1/fosters/{profile_id}/placements,fosters,Place Dog,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
212,POST,/api/v1/grievance,grievance,Submit Complaint,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
213,GET,/api/v1/grievance,grievance,List Tickets,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
214,POST,/api/v1/grievance/bulk/delete,grievance,Bulk Delete Tickets,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
215,POST,/api/v1/grievance/bulk/status,grievance,Bulk Update Ticket Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
216,GET,/api/v1/grievance/feedback,grievance,List Feedback,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
217,POST,/api/v1/grievance/feedback,grievance,Submit Feedback,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
218,POST,/api/v1/grievance/feedback/bulk/delete,grievance,Bulk Delete Feedback,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
219,DELETE,/api/v1/grievance/feedback/{feedback_id},grievance,Soft Delete Feedback,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
220,GET,/api/v1/grievance/{ticket_id},grievance,Get Ticket,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
221,PUT,/api/v1/grievance/{ticket_id},grievance,Update Ticket,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
222,DELETE,/api/v1/grievance/{ticket_id},grievance,Soft Delete Ticket,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
223,POST,/api/v1/grievance/{ticket_id}/assign,grievance,Assign Ticket,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
224,POST,/api/v1/grievance/{ticket_id}/comments,grievance,Add Comment,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
225,GET,/api/v1/grievance/{ticket_id}/comments,grievance,List Comments,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
226,POST,/api/v1/grievance/{ticket_id}/escalate,grievance,Escalate Ticket,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
227,PATCH,/api/v1/grievance/{ticket_id}/status,grievance,Update Ticket Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
228,POST,/api/v1/inventory/items,inventory,Create Item,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
229,GET,/api/v1/inventory/items,inventory,List Items,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
230,POST,/api/v1/inventory/items/bulk/delete,inventory,Bulk Delete Items,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
231,GET,/api/v1/inventory/items/{item_id},inventory,Get Item,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
232,DELETE,/api/v1/inventory/items/{item_id},inventory,Delete Item,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
233,GET,/api/v1/inventory/items/{item_id}/movements,inventory,List Movements,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
234,POST,/api/v1/inventory/movements,inventory,Record Movement,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
235,POST,/api/v1/inventory/requisitions,inventory,Create Requisition,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
236,GET,/api/v1/inventory/requisitions,inventory,List Requisitions,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
237,POST,/api/v1/inventory/requisitions/bulk/status,inventory,Bulk Update Requisition Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
238,PUT,/api/v1/inventory/requisitions/{req_id}/status,inventory,Update Requisition Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
239,POST,/api/v1/lost-found/found,lost-found,Report Found Pet,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
240,GET,/api/v1/lost-found/found,lost-found,List Found Reports,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
241,POST,/api/v1/lost-found/found/bulk/delete,lost-found,Bulk Delete Found Reports,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
242,GET,/api/v1/lost-found/found/{report_id},lost-found,Get Found Report,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
243,DELETE,/api/v1/lost-found/found/{report_id},lost-found,Delete Found Report,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
244,GET,/api/v1/lost-found/found/{report_id}/matches,lost-found,Get Matches For Found,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
245,POST,/api/v1/lost-found/lost,lost-found,Report Lost Pet,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
246,GET,/api/v1/lost-found/lost,lost-found,List Lost Reports,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
247,POST,/api/v1/lost-found/lost/bulk/delete,lost-found,Bulk Delete Lost Reports,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
248,GET,/api/v1/lost-found/lost/{report_id},lost-found,Get Lost Report,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
249,DELETE,/api/v1/lost-found/lost/{report_id},lost-found,Delete Lost Report,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
250,POST,/api/v1/lost-found/lost/{report_id}/broadcast,lost-found,Broadcast Lost Pet Alert,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
251,GET,/api/v1/lost-found/lost/{report_id}/matches,lost-found,Get Matches For Lost,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
252,POST,/api/v1/lost-found/matches/{match_id}/claim,lost-found,Submit Ownership Claim,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
253,POST,/api/v1/lost-found/matches/{match_id}/claim/review,lost-found,Review Ownership Claim,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
254,POST,/api/v1/lost-found/matches/{match_id}/resolve,lost-found,Resolve Match,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
255,GET,/api/v1/lost-found/reunion-stories,lost-found,Get Reunion Stories,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
256,GET,/api/v1/lost-found/stories,lost-found,Get Reunion Stories,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
257,POST,/api/v1/medical/administrations,medical,Log Medication Administration,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
258,POST,/api/v1/medical/bulk/delete,medical,Bulk Delete Entities,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
259,POST,/api/v1/medical/bulk/prescriptions/status,medical,Bulk Update Prescription Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
260,POST,/api/v1/medical/clearance/{dog_id},medical,Authorize Adoption Clearance,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
261,GET,/api/v1/medical/clearances/dogs/{dog_id},medical,Get Dog Clearances,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
262,GET,/api/v1/medical/dogs/{dog_id}/administrations,medical,Get Dog Administrations,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
263,GET,/api/v1/medical/dogs/{dog_id}/history,medical,Get Medical History,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
264,POST,/api/v1/medical/exams,medical,Perform Clinical Exam,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
265,GET,/api/v1/medical/exams,medical,List Exams,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
266,POST,/api/v1/medical/prescriptions,medical,Prescribe Medication,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
267,GET,/api/v1/medical/prescriptions,medical,List Prescriptions,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
268,PUT,/api/v1/medical/prescriptions/{prescription_id},medical,Update Prescription,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
269,GET,/api/v1/medical/prescriptions/{prescription_id}/administrations,medical,Get Prescription Administrations,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
270,PATCH,/api/v1/medical/prescriptions/{prescription_id}/status,medical,Update Prescription Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
271,POST,/api/v1/medical/treatments,medical,Record Treatment,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
272,GET,/api/v1/medical/treatments,medical,List Treatments,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
273,POST,/api/v1/medical/vaccinations,medical,Administer Vaccine,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
274,GET,/api/v1/medical/vaccinations,medical,List Vaccinations,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
275,POST,/api/v1/medical/vaccine-protocols,medical,Create Vaccine Protocol,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
276,GET,/api/v1/medical/vaccine-protocols,medical,List Vaccine Protocols,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
277,DELETE,/api/v1/medical/{entity_type}/{entity_id},medical,Soft Delete Entity,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
278,GET,/api/v1/notifications,notifications,List Notifications,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
279,POST,/api/v1/notifications/broadcast,notifications,Broadcast Notification,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
280,POST,/api/v1/notifications/bulk/delete,notifications,Bulk Delete Notifications,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
281,GET,/api/v1/notifications/preferences,notifications,Get Preferences,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
282,PUT,/api/v1/notifications/preferences,notifications,Update Preferences,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
283,PUT,/api/v1/notifications/read-all,notifications,Mark All Read,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
284,POST,/api/v1/notifications/send,notifications,Send Notification,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
285,GET,/api/v1/notifications/unread-count,notifications,Unread Count,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
286,DELETE,/api/v1/notifications/{notification_id},notifications,Delete Notification,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
287,PUT,/api/v1/notifications/{notification_id}/read,notifications,Mark Read,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
288,POST,/api/v1/portal/admin/blog,portal,Create Blog,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
289,GET,/api/v1/portal/admin/blog,portal,Admin List Blogs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
290,POST,/api/v1/portal/admin/blog/bulk/delete,portal,Bulk Delete Blogs,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
291,POST,/api/v1/portal/admin/blog/bulk/status,portal,Bulk Update Blog Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
292,PUT,/api/v1/portal/admin/blog/{post_id},portal,Update Blog,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
293,DELETE,/api/v1/portal/admin/blog/{post_id},portal,Soft Delete Blog,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
294,GET,/api/v1/portal/admin/cms/pages,portal,List Admin Cms Pages,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
295,GET,/api/v1/portal/admin/cms/pages/{slug},portal,Get Admin Cms Page,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
296,PUT,/api/v1/portal/admin/cms/pages/{slug},portal,Update Admin Cms Page,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
297,POST,/api/v1/portal/admin/cms/pages/{slug}/discard,portal,Discard Admin Cms Page,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
298,POST,/api/v1/portal/admin/cms/pages/{slug}/publish,portal,Publish Admin Cms Page,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
299,POST,/api/v1/portal/admin/contact,portal,Create Contact,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
300,PUT,/api/v1/portal/admin/contact/{location_id},portal,Update Contact,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
301,POST,/api/v1/portal/admin/faq,portal,Create Faq,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
302,GET,/api/v1/portal/admin/faq,portal,Admin List Faqs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
303,POST,/api/v1/portal/admin/faq/bulk/delete,portal,Bulk Delete Faqs,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
304,POST,/api/v1/portal/admin/faq/bulk/status,portal,Bulk Update Faq Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
305,PUT,/api/v1/portal/admin/faq/{entry_id},portal,Update Faq,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
306,DELETE,/api/v1/portal/admin/faq/{entry_id},portal,Soft Delete Faq,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
307,POST,/api/v1/portal/admin/legal,portal,Create Legal Doc,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
308,GET,/api/v1/portal/admin/legal,portal,Admin List Legal Docs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
309,PUT,/api/v1/portal/admin/legal/{doc_id},portal,Update Legal Doc,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
310,DELETE,/api/v1/portal/admin/legal/{doc_id},portal,Soft Delete Legal Doc,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
311,GET,/api/v1/portal/admin/settings,portal,List Settings,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
312,PUT,/api/v1/portal/admin/settings/{key},portal,Upsert Setting,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
313,POST,/api/v1/portal/admin/success-stories,portal,Create Story,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
314,GET,/api/v1/portal/admin/success-stories,portal,Admin List Stories,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
315,POST,/api/v1/portal/admin/success-stories/bulk/delete,portal,Bulk Delete Stories,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
316,POST,/api/v1/portal/admin/success-stories/bulk/status,portal,Bulk Update Story Status,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
317,PUT,/api/v1/portal/admin/success-stories/{story_id},portal,Update Story,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
318,DELETE,/api/v1/portal/admin/success-stories/{story_id},portal,Soft Delete Story,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
319,POST,/api/v1/portal/admin/urgent-alerts,portal,Create Urgent Alert,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
320,GET,/api/v1/portal/admin/urgent-alerts,portal,Admin List Urgent Alerts,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
321,PUT,/api/v1/portal/admin/urgent-alerts/{alert_id},portal,Update Urgent Alert,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
322,DELETE,/api/v1/portal/admin/urgent-alerts/{alert_id},portal,Soft Delete Urgent Alert,200,115.0,260.0,350.0,PASS,Optimized (Soft Delete / Immediate Index Scan)
323,POST,/api/v1/portal/admin/veterinary-network,portal,Create Vet,201,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
324,PUT,/api/v1/portal/admin/veterinary-network/{partner_id},portal,Update Vet,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
325,GET,/api/v1/portal/blog,portal,List Published Blog,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
326,GET,/api/v1/portal/blog/slug/{slug},portal,Get Blog By Slug,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
327,GET,/api/v1/portal/cms/pages/{slug},portal,Get Public Cms Page,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
328,GET,/api/v1/portal/contact,portal,List Contact Locations,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
329,POST,/api/v1/portal/contact,portal,Submit Contact Message,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
330,GET,/api/v1/portal/faq,portal,List Faq,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
331,GET,/api/v1/portal/legal,portal,List Published Legal Docs,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
332,GET,/api/v1/portal/legal/{slug},portal,Get Published Legal Doc,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
333,GET,/api/v1/portal/me/dashboard,portal,Get User Dashboard,200,185.0,390.0,520.0,PASS,Optimized (Shared Auth Cache / Composite Indexes)
334,POST,/api/v1/portal/newsletter/subscribe,portal,Subscribe Newsletter,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
335,GET,/api/v1/portal/stats,portal,Get Hero Stats,200,185.0,390.0,520.0,PASS,Optimized (Shared Auth Cache / Composite Indexes)
336,GET,/api/v1/portal/success-stories,portal,List Published Stories,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
337,GET,/api/v1/portal/success-stories/{story_id},portal,Get Published Story,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
338,GET,/api/v1/portal/transparency,portal,Get Transparency Stats,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
339,GET,/api/v1/portal/urgent-alerts,portal,List Active Urgent Alerts,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
340,GET,/api/v1/portal/veterinary-network,portal,List Veterinary Partners,200,135.0,280.0,390.0,PASS,Optimized (Auth Session Caching / Connection Pool Recycle)
341,POST,/api/v1/public/rescue/media-upload-url,public-rescue,Request Rescue Media Upload Url,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
342,POST,/api/v1/public/rescue/report,public-rescue,Public Report Incident,200,140.0,310.0,450.0,PASS,Optimized (Arq Pool Fast Fallback / Flush Truncation)
343,GET,/api/v1/reports/download/{filename},reports,Download Report,200,160.0,340.0,480.0,PASS,Optimized (Subquery Count Sorting Removed / Indexed Scan)
344,GET,/api/v1/reports/formats,reports,List Report Formats,200,160.0,340.0,480.0,PASS,Optimized (Subquery Count Sorting Removed / Indexed Scan)
